GID,PID,OFF,DEF,TYPE,DSEQ,LEN,QTR,MIN,SEC,PTSO,PTSD,DWN,YTG,YFOG,ZONE,PTS,FGXP,FKICKER,DIST,GOOD,SEAS,WEEK,DAY,V,H,STAD,TEMP,HUMD,WSPD,COND,SURF,COND2
1417,230850,SD,PHI,FGXP,6,3,4,10,38,14,10,4,15,85,5,3,FG,NK-020,34,1,2005,7,SUN,SD,PHI,LincolnFinancialField,53,45,17,Cloudy,Grass,Clean
2831,459242,HOU,PHI,FGXP,7,4,1,4,59,0,7,4,14,70,4,3,FG,NR-010,48,1,2010,13,TN,HOU,PHI,LincolnFinancialField,36,55,5,Cloudy,Grass,Clean
1208,196724,WAS,PHI,FGXP,12,4,4,13,5,6,14,4,30,70,4,NA,FG,OK-010,48,0,2004,11,SUN,WAS,PHI,LincolnFinancialField,55,82,2,Cloudy,Grass,Clean
1208,196674,WAS,PHI,FGXP,13,3,2,0,45,3,7,4,5,94,5,3,FG,OK-010,24,1,2004,11,SUN,WAS,PHI,LincolnFinancialField,55,82,2,Cloudy,Grass,Clean
1208,196617,WAS,PHI,FGXP,12,5,1,8,4,0,0,4,2,83,5,3,FG,OK-010,35,1,2004,11,SUN,WAS,PHI,LincolnFinancialField,55,82,2,Cloudy,Grass,Clean
2344,380120,CLE,PHI,FGXP,9,3,1,6,51,0,7,4,6,91,5,3,FG,PD-020,27,1,2008,15,MN,CLE,PHI,LincolnFinancialField,58,83,12,Cloudy,Grass,Clean
1741,283314,TEN,PHI,FGXP,15,3,2,0,2,7,6,4,18,82,5,3,FG,RB-220,36,1,2006,11,SUN,TEN,PHI,LincolnFinancialField,50,52,7,Cloudy,Grass,Clean
1953,317315,CHI,PHI,FGXP,14,5,2,9,52,0,3,4,4,79,4,NA,FG,RG-150,39,0,2007,7,SUN,CHI,PHI,LincolnFinancialField,75,38,7,Sunny,Grass,Clean
1953,317366,CHI,PHI,FGXP,13,2,3,8,6,3,9,4,4,96,5,3,FG,RG-150,22,1,2007,7,SUN,CHI,PHI,LincolnFinancialField,75,38,7,Sunny,Grass,Clean
1953,317335,CHI,PHI,FGXP,7,2,2,1,48,0,6,4,4,87,5,3,FG,RG-150,31,1,2007,7,SUN,CHI,PHI,LincolnFinancialField,75,38,7,Sunny,Grass,Clean
1953,317384,CHI,PHI,FGXP,10,4,4,14,56,6,9,4,3,77,4,3,FG,RG-150,41,1,2007,7,SUN,CHI,PHI,LincolnFinancialField,75,38,7,Sunny,Grass,Clean
1953,317397,CHI,PHI,FGXP,6,4,4,9,25,9,9,4,10,73,4,3,FG,RG-150,45,1,2007,7,SUN,CHI,PHI,LincolnFinancialField,75,38,7,Sunny,Grass,Clean
3051,495386,CHI,PHI,FGXP,11,3,4,4,1,27,24,4,4,96,5,3,FG,RG-150,22,1,2011,9,MN,CHI,PHI,LincolnFinancialField,51,74,2,Sunny,Grass,Clean
3051,495354,CHI,PHI,FGXP,10,4,3,0,25,17,24,4,1,80,5,3,FG,RG-150,38,1,2011,9,MN,CHI,PHI,LincolnFinancialField,51,74,2,Sunny,Grass,Clean
3051,495285,CHI,PHI,FGXP,7,5,2,7,32,7,0,4,11,67,4,3,FG,RG-150,51,1,2011,9,MN,CHI,PHI,LincolnFinancialField,51,74,2,Sunny,Grass,Clean
2095,340355,BUF,PHI,FGXP,6,3,3,1,36,6,17,4,4,96,5,3,FG,RL-090,22,1,2007,17,SUN,BUF,PHI,LincolnFinancialField,42,62,5,Cloudy,Grass,Clean
2095,340342,BUF,PHI,FGXP,12,4,3,5,56,3,10,4,5,95,5,3,FG,RL-090,23,1,2007,17,SUN,BUF,PHI,LincolnFinancialField,42,62,5,Cloudy,Grass,Clean
2095,340307,BUF,PHI,FGXP,14,3,2,2,0,0,7,4,2,90,5,3,FG,RL-090,29,1,2007,17,SUN,BUF,PHI,LincolnFinancialField,42,62,5,Cloudy,Grass,Clean
1049,170940,GB,PHI,FGXP,5,3,4,10,25,14,14,4,3,97,5,3,FG,RL-130,21,1,2003,19,SUN,GB,PHI,LincolnFinancialField,25,39,13,Sunny,Synthetic,Clean
1238,201616,GB,PHI,FGXP,11,4,2,0,6,0,35,1,10,78,4,3,FG,RL-130,40,1,2004,13,SUN,GB,PHI,LincolnFinancialField,55,38,14,Cloudy,Grass,Clean
2894,469447,MIN,PHI,FGXP,7,3,3,12,27,7,7,4,12,88,5,3,FG,RL-130,30,1,2010,16,TN,MIN,PHI,LincolnFinancialField,32,46,10,Cloudy,Grass,Clean
1062,173000,NYG,PHI,FGXP,6,5,2,1,19,7,24,4,10,65,4,3,FG,SC-070,53,1,2004,1,SUN,NYG,PHI,LincolnFinancialField,78,50,8,Cloudy,Grass,Clean
3094,502334,NE,PHI,FGXP,6,4,2,10,24,14,10,4,10,79,4,NA,FG,SG-080,39,0,2011,12,SUN,NE,PHI,LincolnFinancialField,63,56,12,Cloudy,Grass,Clean
3094,502366,NE,PHI,FGXP,8,5,2,0,56,21,13,4,10,73,4,3,FG,SG-080,45,1,2011,12,SUN,NE,PHI,LincolnFinancialField,63,56,12,Cloudy,Grass,Clean
1302,212040,CIN,PHI,FGXP,4,6,2,4,54,14,0,4,9,81,5,NA,FG,SG-110,37,0,2004,17,SUN,CIN,PHI,LincolnFinancialField,43,63,8,Cloudy,Grass,Clean
1302,212054,CIN,PHI,FGXP,4,5,2,1,15,14,0,4,3,68,4,3,FG,SG-110,50,1,2004,17,SUN,CIN,PHI,LincolnFinancialField,43,63,8,Cloudy,Grass,Clean
1359,221360,OAK,PHI,FGXP,12,3,4,5,30,13,20,4,8,81,5,NA,FG,SJ-030,37,0,2005,3,SUN,OAK,PHI,LincolnFinancialField,75,55,7,Cloudy,Grass,Clean
1359,221223,OAK,PHI,FGXP,7,1,1,8,36,7,0,4,12,69,4,NA,FG,SJ-030,49,0,2005,3,SUN,OAK,PHI,LincolnFinancialField,75,55,7,Cloudy,Grass,Clean
1359,221344,OAK,PHI,FGXP,7,4,4,12,58,10,20,4,2,92,5,3,FG,SJ-030,26,1,2005,3,SUN,OAK,PHI,LincolnFinancialField,75,55,7,Cloudy,Grass,Clean
1359,221291,OAK,PHI,FGXP,10,3,2,1,1,7,6,4,10,90,5,3,FG,SJ-030,28,1,2005,3,SUN,OAK,PHI,LincolnFinancialField,75,55,7,Cloudy,Grass,Clean
1885,306406,WAS,PHI,FGXP,5,3,1,0,2,0,0,4,4,83,5,3,FG,SS-310,35,1,2007,2,MN,WAS,PHI,LincolnFinancialField,62,60,6,Sunny,Grass,Clean
1885,306482,WAS,PHI,FGXP,7,3,3,5,50,10,6,4,7,81,5,3,FG,SS-310,37,1,2007,2,MN,WAS,PHI,LincolnFinancialField,62,60,6,Sunny,Grass,Clean
2185,354716,WAS,PHI,FGXP,8,4,2,12,4,0,14,4,4,77,4,3,FG,SS-310,41,1,2008,5,SUN,WAS,PHI,LincolnFinancialField,66,68,4,Sunny,Grass,Clean
2185,354737,WAS,PHI,FGXP,15,4,2,2,0,3,14,4,6,70,4,3,FG,SS-310,48,1,2008,5,SUN,WAS,PHI,LincolnFinancialField,66,68,4,Sunny,Grass,Clean
2185,354752,WAS,PHI,FGXP,9,3,2,0,5,6,14,1,10,68,4,3,FG,SS-310,50,1,2008,5,SUN,WAS,PHI,LincolnFinancialField,66,68,4,Sunny,Grass,Clean
2557,414569,WAS,PHI,FGXP,5,3,4,11,45,21,16,4,6,93,5,3,FG,SS-310,25,1,2009,12,SUN,WAS,PHI,LincolnFinancialField,56,52,10,Sunny,Grass,Clean
1417,230812,PHI,SD,FGXP,10,3,3,9,49,7,0,4,5,95,5,3,FG,TF-120,23,1,2005,7,SUN,SD,PHI,LincolnFinancialField,53,45,17,Cloudy,Grass,Clean
1417,230861,PHI,SD,FGXP,4,3,4,6,34,10,17,4,9,78,4,3,FG,TF-120,40,1,2005,7,SUN,SD,PHI,LincolnFinancialField,53,45,17,Cloudy,Grass,Clean
1020,166312,SF,PHI,FGXP,2,3,5,13,59,28,28,1,4,96,5,3,FG,TP-120,22,1,2003,16,SUN,SF,PHI,LincolnFinancialField,35,58,16,Sunny,Grass,Clean
1020,166271,SF,PHI,FGXP,10,4,4,15,0,17,21,4,4,93,5,3,FG,TP-120,25,1,2003,16,SUN,SF,PHI,LincolnFinancialField,35,58,16,Sunny,Grass,Clean
1020,166255,SF,PHI,FGXP,12,4,3,7,0,14,21,4,5,85,5,3,FG,TP-120,33,1,2003,16,SUN,SF,PHI,LincolnFinancialField,35,58,16,Sunny,Grass,Clean
518,83949,NE,STL,FGXP,5,4,3,1,22,14,3,4,7,81,5,3,FG,AV-040,37,1,2001,21,SB,STL,NE,LouisianaSuperdome,56,,,Dome,Synthetic,Clean
518,83999,NE,STL,FGXP,9,3,4,0,7,17,17,1,4,70,4,3,FG,AV-040,48,1,2001,21,SB,STL,NE,LouisianaSuperdome,56,,,Dome,Synthetic,Clean
492,79807,WAS,NO,FGXP,7,3,2,0,14,10,10,4,4,96,5,3,FG,BC-230,22,1,2001,16,SN,WAS,NO,LouisianaSuperdome,48,,,Dome,Synthetic,Clean
492,79818,WAS,NO,FGXP,7,5,3,11,40,13,10,4,14,84,5,3,FG,BC-230,34,1,2001,16,SN,WAS,NO,LouisianaSuperdome,48,,,Dome,Synthetic,Clean
492,79851,WAS,NO,FGXP,4,5,4,12,52,30,10,4,3,81,5,3,FG,BC-230,37,1,2001,16,SN,WAS,NO,LouisianaSuperdome,48,,,Dome,Synthetic,Clean
492,79796,WAS,NO,FGXP,4,7,2,2,54,7,10,4,5,65,4,3,FG,BC-230,53,1,2001,16,SN,WAS,NO,LouisianaSuperdome,48,,,Dome,Synthetic,Clean
2619,424582,TB,NO,FGXP,8,3,2,0,4,0,17,1,3,84,5,3,FG,CB-070,34,1,2009,16,SUN,TB,NO,LouisianaSuperdome,53,,,Dome,Synthetic,Clean
2619,424665,TB,NO,FGXP,11,3,5,8,13,17,17,4,4,71,4,3,FG,CB-070,47,1,2009,16,SUN,TB,NO,LouisianaSuperdome,53,,,Dome,Synthetic,Clean
2905,471232,TB,NO,FGXP,5,4,2,8,5,10,10,4,2,85,5,3,FG,CB-070,32,1,2010,17,SUN,TB,NO,LouisianaSuperdome,50,,,Dome,Synthetic,Clean
2905,471144,TB,NO,FGXP,9,4,1,10,2,0,0,4,3,74,4,3,FG,CB-070,43,1,2010,17,SUN,TB,NO,LouisianaSuperdome,50,,,Dome,Synthetic,Clean
2905,471275,TB,NO,FGXP,7,5,4,4,6,20,13,4,8,70,4,3,FG,CB-070,48,1,2010,17,SUN,TB,NO,LouisianaSuperdome,50,,,Dome,Synthetic,Clean
3039,493384,TB,NO,FGXP,15,4,4,11,12,6,24,4,7,93,5,3,FG,CB-070,25,1,2011,9,SUN,TB,NO,LouisianaSuperdome,70,,,Dome,Synthetic,Clean
3039,493327,TB,NO,FGXP,5,5,2,1,44,0,14,4,3,78,4,3,FG,CB-070,40,1,2011,9,SUN,TB,NO,LouisianaSuperdome,70,,,Dome,Synthetic,Clean
3039,493350,TB,NO,FGXP,6,5,3,9,34,3,17,4,18,70,4,3,FG,CB-070,48,1,2011,9,SUN,TB,NO,LouisianaSuperdome,70,,,Dome,Synthetic,Clean
1848,300491,PHI,NO,FGXP,9,4,4,11,12,21,27,4,3,94,5,3,FG,DA-030,24,1,2006,19,SAT,PHI,NO,LouisianaSuperdome,69,,,Dome,Synthetic,Clean
1666,271210,PHI,NO,FGXP,11,7,2,3,10,0,10,4,1,71,4,3,FG,DA-030,47,1,2006,6,SUN,PHI,NO,LouisianaSuperdome,78,,,Dome,Synthetic,Clean
2087,338980,PHI,NO,FGXP,11,5,2,9,33,21,14,4,5,94,5,3,FG,DA-030,24,1,2007,16,SUN,PHI,NO,LouisianaSuperdome,49,,,Dome,Synthetic,Clean
195,31718,NO,DEN,FGXP,7,5,1,7,30,0,0,4,1,75,4,NA,FG,DB-390,43,0,2000,14,SUN,DEN,NO,LouisianaSuperdome,43,,,Dome,Synthetic,Clean
93,15031,NO,CAR,FGXP,6,6,1,4,2,0,0,4,11,67,4,NA,FG,DB-390,51,0,2000,7,SUN,CAR,NO,LouisianaSuperdome,74,,,Dome,Synthetic,Clean
9,1435,NO,DET,FGXP,7,9,4,7,8,10,14,4,11,66,4,NA,FG,DB-390,52,0,2000,1,SUN,DET,NO,LouisianaSuperdome,89,,,Dome,Synthetic,Clean
195,31785,NO,DEN,FGXP,9,3,2,0,1,10,28,1,1,99,5,3,FG,DB-390,19,1,2000,14,SUN,DEN,NO,LouisianaSuperdome,43,,,Dome,Synthetic,Clean
229,37252,NO,ATL,FGXP,5,3,2,14,19,0,0,4,2,98,5,3,FG,DB-390,20,1,2000,16,SUN,ATL,NO,LouisianaSuperdome,37,,,Dome,Synthetic,Clean
93,15092,NO,CAR,FGXP,11,4,2,0,17,7,3,4,10,88,5,3,FG,DB-390,29,1,2000,7,SUN,CAR,NO,LouisianaSuperdome,74,,,Dome,Synthetic,Clean
195,31762,NO,DEN,FGXP,8,3,2,6,47,7,14,4,7,88,5,3,FG,DB-390,30,1,2000,14,SUN,DEN,NO,LouisianaSuperdome,43,,,Dome,Synthetic,Clean
167,27277,NO,OAK,FGXP,9,4,4,7,45,13,24,4,4,85,5,3,FG,DB-390,33,1,2000,12,SUN,OAK,NO,LouisianaSuperdome,44,,,Dome,Synthetic,Clean
250,40699,NO,STL,FGXP,4,4,2,1,34,7,7,4,5,85,5,3,FG,DB-390,33,1,2000,18,SAT,STL,NO,LouisianaSuperdome,37,,,Dome,Synthetic,Clean
167,27254,NO,OAK,FGXP,10,4,3,3,13,10,17,4,11,78,4,3,FG,DB-390,40,1,2000,12,SUN,OAK,NO,LouisianaSuperdome,44,,,Dome,Synthetic,Clean
167,27239,NO,OAK,FGXP,12,5,3,8,59,7,17,4,7,75,4,3,FG,DB-390,42,1,2000,12,SUN,OAK,NO,LouisianaSuperdome,44,,,Dome,Synthetic,Clean
195,31813,NO,DEN,FGXP,14,4,3,5,3,13,31,4,17,76,4,3,FG,DB-390,42,1,2000,14,SUN,DEN,NO,LouisianaSuperdome,43,,,Dome,Synthetic,Clean
136,22090,NO,SF,FGXP,6,6,3,12,7,28,0,4,3,74,4,3,FG,DB-390,44,1,2000,10,SUN,SF,NO,LouisianaSuperdome,79,,,Dome,Synthetic,Clean
229,37292,NO,ATL,FGXP,7,3,2,0,4,10,0,1,10,72,4,3,FG,DB-390,46,1,2000,16,SUN,ATL,NO,LouisianaSuperdome,37,,,Dome,Synthetic,Clean
229,37353,NO,ATL,FGXP,7,5,4,4,59,20,7,4,5,71,4,3,FG,DB-390,47,1,2000,16,SUN,ATL,NO,LouisianaSuperdome,37,,,Dome,Synthetic,Clean
9,1416,NO,DET,FGXP,7,3,4,15,0,7,14,4,7,69,4,3,FG,DB-390,48,1,2000,1,SUN,DET,NO,LouisianaSuperdome,89,,,Dome,Synthetic,Clean
736,119811,MIN,NO,FGXP,9,3,2,12,2,14,10,4,18,77,4,3,FG,GA-030,41,1,2002,15,SUN,MIN,NO,LouisianaSuperdome,58,,,Dome,Synthetic,Clean
2370,384184,NO,CAR,FGXP,10,4,2,12,39,0,6,4,3,97,5,3,FG,GH-060,21,1,2008,17,SUN,CAR,NO,LouisianaSuperdome,60,,,Dome,Synthetic,Clean
2321,376533,NO,ATL,FGXP,11,3,2,0,3,13,14,1,7,93,5,3,FG,GH-060,25,1,2008,14,SUN,ATL,NO,LouisianaSuperdome,55,,,Dome,Synthetic,Clean
2321,376492,NO,ATL,FGXP,10,4,2,12,9,7,0,4,1,92,5,3,FG,GH-060,26,1,2008,14,SUN,ATL,NO,LouisianaSuperdome,55,,,Dome,Synthetic,Clean
2296,372597,NO,GB,FGXP,6,4,2,0,6,21,21,1,12,88,5,3,FG,GH-060,30,1,2008,12,MN,GB,NO,LouisianaSuperdome,65,,,Dome,Synthetic,Clean
2321,376509,NO,ATL,FGXP,9,5,2,6,15,10,7,4,11,72,4,3,FG,GH-060,46,1,2008,14,SUN,ATL,NO,LouisianaSuperdome,55,,,Dome,Synthetic,Clean
2619,424652,NO,TB,FGXP,9,4,4,0,9,17,17,1,10,81,5,NA,FG,GH-060,37,0,2009,16,SUN,TB,NO,LouisianaSuperdome,53,,,Dome,Synthetic,Clean
2619,424559,NO,TB,FGXP,10,3,2,6,42,14,0,4,1,90,5,3,FG,GH-060,28,1,2009,16,SUN,TB,NO,LouisianaSuperdome,53,,,Dome,Synthetic,Clean
2597,420982,NO,DAL,FGXP,12,4,2,7,27,0,14,4,9,84,5,3,FG,GH-060,34,1,2009,15,SAT,DAL,NO,LouisianaSuperdome,,,,Dome,Synthetic,Clean
2653,430147,NO,MIN,FGXP,10,3,5,10,19,28,28,4,3,78,4,3,FG,GH-060,40,1,2009,20,SUN,MIN,NO,LouisianaSuperdome,65,,,Dome,Synthetic,Clean
2648,429273,NO,ARI,FGXP,6,4,3,8,30,35,14,4,11,75,4,3,FG,GH-060,43,1,2009,19,SAT,ARI,NO,LouisianaSuperdome,57,,,Dome,Synthetic,Clean
2809,455806,NO,SEA,FGXP,9,3,4,12,35,34,16,4,5,91,5,NA,FG,GH-060,27,0,2010,11,SUN,SEA,NO,LouisianaSuperdome,77,,,Dome,Synthetic,Clean
2689,435931,NO,ATL,FGXP,7,5,5,9,2,24,24,1,10,89,5,NA,FG,GH-060,29,0,2010,3,SUN,ATL,NO,LouisianaSuperdome,81,,,Dome,Synthetic,Clean
2655,430424,NO,MIN,FGXP,10,4,4,9,14,14,9,4,6,86,5,NA,FG,GH-060,32,0,2010,1,TN,MIN,NO,LouisianaSuperdome,81,,,Dome,Synthetic,Clean
2655,430364,NO,MIN,FGXP,4,5,2,1,24,7,3,4,9,72,4,NA,FG,GH-060,46,0,2010,1,TN,MIN,NO,LouisianaSuperdome,81,,,Dome,Synthetic,Clean
2770,449257,NO,PIT,FGXP,12,4,3,8,28,3,3,4,5,95,5,3,FG,GH-060,23,1,2010,8,SN,PIT,NO,LouisianaSuperdome,74,,,Dome,Synthetic,Clean
2770,449241,NO,PIT,FGXP,7,4,2,0,12,0,3,4,3,87,5,3,FG,GH-060,31,1,2010,8,SN,PIT,NO,LouisianaSuperdome,74,,,Dome,Synthetic,Clean
2689,435917,NO,ATL,FGXP,11,5,4,0,9,21,24,1,10,85,5,3,FG,GH-060,32,1,2010,3,SUN,ATL,NO,LouisianaSuperdome,81,,,Dome,Synthetic,Clean
2750,445861,NO,CLE,FGXP,10,5,2,5,37,0,10,4,4,86,5,3,FG,GH-060,32,1,2010,7,SUN,CLE,NO,LouisianaSuperdome,82,,,Dome,Synthetic,Clean
2905,471259,NO,TB,FGXP,11,4,4,11,21,10,20,4,14,81,5,3,FG,GH-060,38,1,2010,17,SUN,TB,NO,LouisianaSuperdome,50,,,Dome,Synthetic,Clean
2856,463263,NO,STL,FGXP,10,4,4,14,14,28,6,4,8,78,4,3,FG,GH-060,40,1,2010,14,SUN,STL,NO,LouisianaSuperdome,50,,,Dome,Synthetic,Clean
2905,471226,NO,TB,FGXP,10,5,2,10,35,7,10,4,7,73,4,3,FG,GH-060,45,1,2010,17,SUN,TB,NO,LouisianaSuperdome,50,,,Dome,Synthetic,Clean
2856,463239,STL,NO,FGXP,7,5,3,9,11,6,21,4,15,72,4,NA,FG,JB-710,46,0,2010,14,SUN,STL,NO,LouisianaSuperdome,50,,,Dome,Synthetic,Clean
2856,463185,STL,NO,FGXP,9,4,2,11,24,0,14,4,4,81,5,3,FG,JB-710,38,1,2010,14,SUN,STL,NO,LouisianaSuperdome,50,,,Dome,Synthetic,Clean
2856,463212,STL,NO,FGXP,13,10,2,1,47,3,14,4,10,73,4,3,FG,JB-710,45,1,2010,14,SUN,STL,NO,LouisianaSuperdome,50,,,Dome,Synthetic,Clean
492,79784,NO,WAS,FGXP,11,4,2,8,43,10,7,4,5,76,4,NA,FG,JC-090,42,0,2001,16,SN,WAS,NO,LouisianaSuperdome,48,,,Dome,Synthetic,Clean
339,54976,NO,ATL,FGXP,4,9,3,9,28,10,10,4,17,70,4,NA,FG,JC-090,48,0,2001,6,SUN,ATL,NO,LouisianaSuperdome,73,,,Dome,Synthetic,Clean
309,50044,NO,MIN,FGXP,10,4,1,5,0,3,0,4,6,94,5,3,FG,JC-090,23,1,2001,4,SUN,MIN,NO,LouisianaSuperdome,60,,,Dome,Synthetic,Clean
339,54930,NO,ATL,FGXP,11,2,2,13,17,0,10,4,4,95,5,3,FG,JC-090,23,1,2001,6,SUN,ATL,NO,LouisianaSuperdome,73,,,Dome,Synthetic,Clean
425,68927,NO,CAR,FGXP,11,4,3,9,5,10,7,4,5,94,5,3,FG,JC-090,24,1,2001,12,SUN,CAR,NO,LouisianaSuperdome,61,,,Dome,Synthetic,Clean
309,50111,NO,MIN,FGXP,9,4,3,10,5,15,7,4,11,89,5,3,FG,JC-090,29,1,2001,4,SUN,MIN,NO,LouisianaSuperdome,60,,,Dome,Synthetic,Clean
492,79757,NO,WAS,FGXP,4,4,1,6,15,7,0,4,10,89,5,3,FG,JC-090,29,1,2001,16,SN,WAS,NO,LouisianaSuperdome,48,,,Dome,Synthetic,Clean
339,55046,NO,ATL,FGXP,12,4,4,0,30,10,20,4,6,87,5,3,FG,JC-090,31,1,2001,6,SUN,ATL,NO,LouisianaSuperdome,73,,,Dome,Synthetic,Clean
309,50147,NO,MIN,FGXP,10,4,4,8,41,25,15,4,13,85,5,3,FG,JC-090,33,1,2001,4,SUN,MIN,NO,LouisianaSuperdome,60,,,Dome,Synthetic,Clean
425,68890,NO,CAR,FGXP,8,5,2,7,36,0,7,4,15,76,4,3,FG,JC-090,42,1,2001,12,SUN,CAR,NO,LouisianaSuperdome,61,,,Dome,Synthetic,Clean
309,50087,NO,MIN,FGXP,5,5,2,4,34,12,7,4,4,73,4,3,FG,JC-090,45,1,2001,4,SUN,MIN,NO,LouisianaSuperdome,60,,,Dome,Synthetic,Clean
397,64338,NO,IND,FGXP,7,4,2,10,19,7,14,4,4,72,4,3,FG,JC-090,46,1,2001,10,SUN,IND,NO,LouisianaSuperdome,69,,,Dome,Synthetic,Clean
397,64408,NO,IND,FGXP,12,5,4,12,13,24,17,4,12,70,4,3,FG,JC-090,48,1,2001,10,SUN,IND,NO,LouisianaSuperdome,69,,,Dome,Synthetic,Clean
309,50029,NO,MIN,FGXP,6,5,1,10,32,0,0,4,5,68,4,3,FG,JC-090,50,1,2001,4,SUN,MIN,NO,LouisianaSuperdome,60,,,Dome,Synthetic,Clean
543,88065,NO,GB,FGXP,15,7,3,3,9,28,10,4,10,79,4,NA,FG,JC-090,39,0,2002,2,SUN,GB,NO,LouisianaSuperdome,88,,,Dome,Synthetic,Clean
709,115301,NO,TB,FGXP,7,5,1,9,33,0,0,4,25,70,4,NA,FG,JC-090,48,0,2002,13,SN,TB,NO,LouisianaSuperdome,51,,,Dome,Synthetic,Clean
615,99920,NO,SF,FGXP,9,3,2,0,4,10,17,4,11,63,4,NA,FG,JC-090,55,0,2002,7,SUN,SF,NO,LouisianaSuperdome,81,,,Dome,Synthetic,Clean
615,99988,NO,SF,FGXP,10,5,4,3,17,25,27,4,4,96,5,3,FG,JC-090,22,1,2002,7,SUN,SF,NO,LouisianaSuperdome,81,,,Dome,Synthetic,Clean
736,119887,NO,MIN,FGXP,14,4,3,0,59,20,24,4,4,91,5,3,FG,JC-090,27,1,2002,15,SUN,MIN,NO,LouisianaSuperdome,58,,,Dome,Synthetic,Clean
687,111689,NO,CLE,FGXP,9,33,2,14,11,3,7,4,6,92,5,3,FG,JC-090,27,1,2002,12,SUN,CLE,NO,LouisianaSuperdome,66,,,Dome,Synthetic,Clean
687,111722,NO,CLE,FGXP,5,5,2,2,11,6,14,4,6,88,5,NA,FG,JC-090,30,1,2002,12,SUN,CLE,NO,LouisianaSuperdome,66,,,Dome,Synthetic,Clean
768,124997,NO,CAR,FGXP,4,4,1,7,18,0,0,4,10,88,5,3,FG,JC-090,30,1,2002,17,SUN,CAR,NO,LouisianaSuperdome,67,,,Dome,Synthetic,Clean
587,95326,NO,PIT,FGXP,8,5,3,1,36,26,21,4,9,87,5,3,FG,JC-090,31,1,2002,5,SUN,PIT,NO,LouisianaSuperdome,86,,,Dome,Synthetic,Clean
615,99937,NO,SF,FGXP,15,5,3,7,10,10,17,4,13,87,5,3,FG,JC-090,31,1,2002,7,SUN,SF,NO,LouisianaSuperdome,81,,,Dome,Synthetic,Clean
687,111657,NO,CLE,FGXP,6,5,1,11,14,0,0,4,8,85,5,3,FG,JC-090,33,1,2002,12,SUN,CLE,NO,LouisianaSuperdome,66,,,Dome,Synthetic,Clean
736,119824,NO,MIN,FGXP,12,4,2,5,29,10,17,4,16,84,5,3,FG,JC-090,34,1,2002,15,SUN,MIN,NO,LouisianaSuperdome,58,,,Dome,Synthetic,Clean
768,125074,NO,CAR,FGXP,10,4,3,5,43,3,7,4,13,80,5,3,FG,JC-090,38,1,2002,17,SUN,CAR,NO,LouisianaSuperdome,67,,,Dome,Synthetic,Clean
587,95228,NO,PIT,FGXP,7,5,1,9,20,0,0,4,2,78,4,3,FG,JC-090,40,1,2002,5,SUN,PIT,NO,LouisianaSuperdome,86,,,Dome,Synthetic,Clean
630,102272,NO,ATL,FGXP,6,5,1,10,46,0,0,4,8,78,4,3,FG,JC-090,40,1,2002,8,SUN,ATL,NO,LouisianaSuperdome,72,,,Dome,Synthetic,Clean
630,102410,NO,ATL,FGXP,11,5,4,3,38,25,34,1,20,78,4,3,FG,JC-090,40,1,2002,8,SUN,ATL,NO,LouisianaSuperdome,72,,,Dome,Synthetic,Clean
736,119773,NO,MIN,FGXP,5,5,1,11,55,0,0,4,6,78,4,3,FG,JC-090,40,1,2002,15,SUN,MIN,NO,LouisianaSuperdome,58,,,Dome,Synthetic,Clean
615,99905,NO,SF,FGXP,7,5,2,4,29,7,17,4,10,72,4,3,FG,JC-090,46,1,2002,7,SUN,SF,NO,LouisianaSuperdome,81,,,Dome,Synthetic,Clean
687,111773,NO,CLE,FGXP,4,4,4,10,18,12,21,4,1,69,4,3,FG,JC-090,48,1,2002,12,SUN,CLE,NO,LouisianaSuperdome,66,,,Dome,Synthetic,Clean
587,95260,NO,PIT,FGXP,10,5,2,11,31,10,0,4,13,70,4,3,FG,JC-090,48,1,2002,5,SUN,PIT,NO,LouisianaSuperdome,86,,,Dome,Synthetic,Clean
587,95341,NO,PIT,FGXP,6,5,4,11,26,29,21,4,18,70,4,3,FG,JC-090,48,1,2002,5,SUN,PIT,NO,LouisianaSuperdome,86,,,Dome,Synthetic,Clean
709,115423,NO,TB,FGXP,4,5,4,9,52,20,12,4,7,70,4,3,FG,JC-090,48,1,2002,13,SN,TB,NO,LouisianaSuperdome,51,,,Dome,Synthetic,Clean
868,141497,NO,CHI,FGXP,6,4,1,12,16,0,0,4,1,80,5,NA,FG,JC-090,38,0,2003,6,SUN,CHI,NO,LouisianaSuperdome,76,,,Dome,Synthetic,Clean
986,160781,NO,TB,FGXP,4,5,3,6,32,7,14,4,1,69,4,NA,FG,JC-090,49,0,2003,14,SUN,TB,NO,LouisianaSuperdome,49,,,Dome,Synthetic,Clean
1008,164327,NO,NYG,FGXP,8,5,2,0,10,24,7,4,5,69,4,NA,FG,JC-090,49,0,2003,15,SN,NYG,NO,LouisianaSuperdome,48,,,Dome,Synthetic,Clean
1037,168867,NO,DAL,FGXP,16,4,1,7,5,0,0,4,6,94,5,3,FG,JC-090,24,1,2003,17,SUN,DAL,NO,LouisianaSuperdome,70,,,Dome,Synthetic,Clean
938,152946,NO,ATL,FGXP,14,4,4,0,9,17,20,1,8,92,5,3,FG,JC-090,26,1,2003,11,SUN,ATL,NO,LouisianaSuperdome,77,,,Dome,Synthetic,Clean
