GID,PID,OFF,DEF,TYPE,DSEQ,LEN,QTR,MIN,SEC,PTSO,PTSD,DWN,YTG,YFOG,DIST,ZONE,PTS,FGXP,FKICKER,GOOD,pDiff,SURF,COND2
1249,203394,CAR,STL,0,0,11,2,4,30,17,7,4,4,55,63,3,NA,,JK-020,,-0.004770407,Grass,Clean
1249,203428,CAR,STL,0,0,11,3,8,43,20,7,4,11,49,69,3,NA,,JK-020,,0.039122726,Grass,Clean
1249,203408,CAR,STL,1,7,3,2,0,42,17,7,4,3,97,21,5,3,FG,JK-020,Y,-0.000513137,Grass,Clean
1249,203441,STL,CAR,0,0,7,3,4,45,7,20,4,23,66,52,4,NA,,JW-330,,0.004484811,Grass,Clean
1249,203434,STL,CAR,0,0,9,3,6,23,7,20,4,8,52,66,3,NA,,JW-330,,0.002896367,Grass,Clean
1250,203532,NO,DAL,0,0,11,2,10,35,0,10,4,10,1,117,1,NA,,JC-090,,0.244312186,Synthetic,Clean
1250,203507,DAL,NO,1,11,12,1,3,31,0,0,4,7,85,33,5,3,FG,BC-300,Y,0.031358641,Synthetic,Clean
1250,203590,NO,DAL,1,9,5,3,6,12,10,13,4,5,74,44,4,3,FG,JC-090,Y,0.097566604,Synthetic,Clean
1250,203496,DAL,NO,0,0,3,1,9,28,0,0,4,6,36,82,2,NA,,BC-300,,0.060985732,Synthetic,Clean
1250,203514,NO,DAL,0,6,8,1,0,41,0,3,4,4,37,81,2,NA,,JC-090,,0.068355759,Synthetic,Clean
1250,203539,DAL,NO,0,0,10,2,8,9,10,0,4,4,44,74,3,NA,,BC-300,,0.021725618,Synthetic,Clean
1250,203568,NO,DAL,0,0,7,2,0,10,10,10,4,1,39,79,2,NA,,JC-090,,0.137591874,Synthetic,Clean
1250,203637,NO,DAL,0,0,10,4,3,45,20,13,4,14,23,95,2,NA,,JC-090,,0.092284763,Synthetic,Clean
1250,203612,DAL,NO,0,0,10,4,13,27,13,13,4,6,27,91,2,NA,,BC-300,,0.079672788,Synthetic,Clean
1250,203492,DAL,NO,1,10,4,1,10,23,0,0,4,14,76,42,4,NA,FG,BC-300,N,0.0388077,Synthetic,Clean
1250,203580,DAL,NO,1,6,5,3,10,38,10,10,4,2,77,41,4,3,FG,BC-300,Y,0.086313412,Synthetic,Clean
1250,203556,DAL,NO,0,10,5,2,1,20,10,7,4,4,62,56,4,NA,,BC-300,,0.097727802,Synthetic,Clean
1250,203653,DAL,NO,0,0,2,4,0,23,13,27,4,10,47,71,3,NA,,BC-300,,-0.010293056,Synthetic,Clean
1250,203620,NO,DAL,0,0,11,4,10,58,13,13,4,21,38,80,2,NA,,JC-090,,0.210919469,Synthetic,Clean
1250,203563,NO,DAL,1,7,5,2,0,41,7,10,4,7,79,39,4,3,FG,JC-090,Y,0.078396739,Synthetic,Clean
1250,203605,NO,DAL,0,0,13,3,1,25,13,13,4,12,17,101,1,NA,,JC-090,,0.218877649,Synthetic,Clean
1250,203599,DAL,NO,0,0,12,3,3,20,13,13,4,16,35,83,2,NA,,BC-300,,0.107522473,Synthetic,Clean
1251,203779,DEN,MIA,0,0,11,3,2,18,17,17,4,1,36,82,2,NA,,JE-020,,0.187173319,Grass,Clean
1251,203817,MIA,DEN,0,4,4,4,2,3,17,20,4,3,39,79,2,NA,,OM-010,,0.188041273,Grass,Clean
1251,203732,DEN,MIA,0,0,10,2,1,57,7,14,4,4,26,92,2,NA,,JE-020,,0.095787766,Grass,Clean
1251,203794,DEN,MIA,0,0,13,4,12,1,17,17,4,10,33,85,2,NA,,JE-020,,0.229454326,Grass,Clean
1251,203812,DEN,MIA,1,5,5,4,2,55,17,17,4,8,68,50,4,3,FG,JE-020,Y,0.049890422,Grass,Clean
1251,203717,MIA,DEN,0,0,13,2,5,32,14,7,4,29,54,64,3,NA,,OM-010,,-0.049501934,Grass,Clean
1251,203775,MIA,DEN,0,0,14,3,3,48,17,17,4,2,32,86,2,NA,,OM-010,,0.014630835,Grass,Clean
1251,203721,DEN,MIA,0,0,8,2,3,57,7,14,4,9,11,107,1,NA,,JE-020,,0.053085502,Grass,Clean
1251,203788,MIA,DEN,0,0,10,4,13,5,17,17,4,6,62,56,4,NA,,OM-010,,-0.036422016,Grass,Clean
1251,203807,DEN,MIA,0,0,12,4,5,11,17,17,4,8,5,113,1,NA,,JE-020,,0.319371472,Grass,Clean
1251,203727,MIA,DEN,0,0,10,2,2,32,14,7,4,14,54,64,3,NA,,OM-010,,-0.02258251,Grass,Clean
1251,203742,DEN,MIA,0,0,8,2,0,16,14,14,4,2,33,85,2,NA,,JE-020,,0.08482479,Grass,Clean
1251,203750,DEN,MIA,1,5,3,3,12,47,14,14,4,1,99,19,5,3,FG,JE-020,Y,-0.055153138,Grass,Clean
1251,203674,DEN,MIA,0,0,11,1,6,25,0,0,4,17,36,82,2,NA,,JE-020,,0.003033719,Grass,Clean
1251,203770,MIA,DEN,1,11,5,3,4,39,14,17,4,13,87,31,5,3,FG,OM-010,Y,0.028515458,Grass,Clean
1251,203801,DEN,MIA,0,7,35,4,8,19,17,17,4,6,66,52,4,NA,,JE-020,,0.011795977,Grass,Clean
1251,203755,DEN,MIA,0,0,13,3,11,1,17,14,4,7,43,75,3,NA,,JE-020,,0.099724903,Grass,Clean
1251,203759,MIA,DEN,0,0,9,3,8,51,14,17,4,3,12,106,1,NA,,OM-010,,0.087336575,Grass,Clean
1252,203923,GB,DET,1,9,4,3,10,40,0,13,4,6,83,35,5,3,FG,RL-130,Y,-0.011824123,Grass,Snow
1252,203907,GB,DET,0,6,4,2,0,19,0,13,4,10,51,67,3,NA,,RL-130,,-0.049432077,Grass,Snow
1252,203992,GB,DET,1,10,3,4,0,5,13,13,1,5,95,23,5,3,FG,RL-130,Y,0.049878409,Grass,Snow
1252,203975,DET,GB,0,0,10,4,6,21,13,13,4,4,42,76,3,NA,,JH-090,,0.113933036,Grass,Snow
1252,203949,GB,DET,0,0,8,4,14,54,10,13,4,8,66,52,4,NA,,RL-130,,0.047548469,Grass,Snow
1252,203900,DET,GB,1,9,4,2,1,1,10,0,4,7,82,36,5,3,FG,JH-090,Y,0.100451744,Grass,Snow
1252,203882,GB,DET,0,0,5,2,9,11,0,10,4,3,64,54,4,NA,,RL-130,,0.15591169,Grass,Snow
1252,203845,DET,GB,1,9,5,1,7,20,0,0,4,13,87,31,5,3,FG,JH-090,Y,-0.007951127,Grass,Snow
1252,203963,GB,DET,1,5,3,4,10,46,10,13,4,5,90,28,5,3,FG,RL-130,Y,-0.064954887,Grass,Snow
1252,203929,GB,DET,0,0,6,3,8,21,3,13,4,2,55,63,3,NA,,RL-130,,0.060109429,Grass,Snow
1252,203982,GB,DET,0,0,6,4,3,33,13,13,4,8,23,95,2,NA,,RL-130,,0.335677804,Grass,Snow
1252,203874,DET,GB,0,0,10,2,13,3,10,0,4,7,41,77,3,NA,,JH-090,,0.001461253,Grass,Snow
1252,203828,GB,DET,0,0,8,1,12,50,0,0,4,1,59,59,3,NA,,RL-130,,-0.006271501,Grass,Snow
1252,203890,DET,GB,0,0,8,2,5,23,10,0,4,7,52,66,3,NA,,JH-090,,0.001444572,Grass,Snow
1252,203953,DET,GB,0,0,12,4,12,53,13,10,4,2,9,109,1,NA,,JH-090,,0.079224532,Grass,Snow
1252,203859,DET,GB,0,0,9,1,2,41,3,0,4,1,14,104,1,NA,,JH-090,,0.077850435,Grass,Snow
1252,203832,DET,GB,0,0,8,1,11,58,0,0,4,2,28,90,2,NA,,JH-090,,0.041390196,Grass,Snow
1252,203855,GB,DET,0,0,10,1,4,35,0,3,4,5,67,51,4,NA,,RL-130,,0.082190207,Grass,Snow
1252,203968,GB,DET,0,0,6,4,9,51,13,13,4,9,40,78,2,NA,,RL-130,,0.232272789,Grass,Snow
1252,203958,GB,DET,0,0,9,4,11,54,10,13,4,13,24,94,2,NA,,RL-130,,0.223119034,Grass,Snow
1252,203850,DET,GB,0,0,10,1,6,3,3,0,4,2,28,90,2,NA,,JH-090,,0.086624341,Grass,Snow
1253,204056,HOU,IND,0,0,10,2,3,18,7,14,4,20,62,56,4,NA,,KB-230,,0.026427989,Grass,Clean
1253,204034,HOU,IND,0,0,12,2,12,50,0,14,4,14,14,104,1,NA,,KB-230,,0.081146143,Grass,Clean
1253,204127,IND,HOU,0,0,8,4,5,41,20,14,4,6,40,78,2,NA,,MV-010,,0.028942411,Grass,Clean
1253,204030,IND,HOU,0,0,13,2,15,0,14,0,4,19,41,77,3,NA,,MV-010,,0.043492062,Grass,Clean
1253,204011,IND,HOU,0,0,13,1,8,37,7,0,4,7,25,93,2,NA,,MV-010,,0.078623364,Grass,Clean
1253,204146,HOU,IND,0,6,9,4,0,47,14,23,4,19,45,73,3,NA,,KB-230,,0.018954543,Grass,Clean
1253,204139,IND,HOU,1,11,3,4,1,56,20,14,4,2,74,44,4,3,FG,MV-010,Y,0.005157004,Grass,Clean
1253,204122,IND,HOU,1,10,5,4,7,43,17,14,4,2,75,43,4,3,FG,MV-010,Y,0.035109381,Grass,Clean
1253,204081,IND,HOU,1,8,4,3,11,40,14,7,4,3,88,30,5,3,FG,MV-010,Y,-0.032228091,Grass,Clean
1253,204101,HOU,IND,0,0,8,3,2,17,14,17,4,7,51,67,3,NA,,KB-230,,0.085296359,Grass,Clean
1253,204111,IND,HOU,0,0,9,4,12,38,17,14,4,15,37,81,2,NA,,MV-010,,0.113074502,Grass,Clean
1254,204200,CHI,JAC,1,6,5,2,11,33,0,7,4,2,71,47,4,NA,FG,PE-010,N,0.03961594,Grass,Clean
1254,204207,CHI,JAC,0,0,9,2,8,59,0,7,4,16,57,61,3,NA,,PE-010,,0.037638313,Grass,Clean
1254,204218,CHI,JAC,0,0,7,2,3,57,0,7,4,9,15,103,1,NA,,PE-010,,0.116266782,Grass,Clean
1254,204247,JAC,CHI,0,0,10,3,10,2,10,3,4,5,13,105,1,NA,,JS-110,,0.110658861,Grass,Clean
1254,204268,JAC,CHI,0,0,10,3,2,45,13,3,4,25,47,71,3,NA,,JS-110,,0.028040012,Grass,Clean
1254,204277,CHI,JAC,0,0,13,4,14,5,3,13,4,8,46,72,3,NA,,PE-010,,0.009362413,Grass,Clean
1254,204243,CHI,JAC,0,0,9,3,11,29,3,10,4,6,52,66,3,NA,,PE-010,,-0.030286587,Grass,Clean
1254,204297,CHI,JAC,0,0,13,4,6,46,3,22,4,9,22,96,2,NA,,PE-010,,-0.000574106,Grass,Clean
1254,204315,CHI,JAC,0,4,7,4,0,51,3,22,4,13,82,36,5,NA,,PE-010,,-0.010092358,Grass,Clean
1254,204257,JAC,CHI,1,7,4,3,5,40,10,3,4,6,93,25,5,3,FG,JS-110,Y,-0.001901857,Grass,Clean
1254,204170,JAC,CHI,0,0,12,1,8,19,0,0,4,2,24,94,2,NA,,JS-110,,0.083862254,Grass,Clean
1254,204190,JAC,CHI,0,0,11,1,1,24,7,0,4,14,22,96,2,NA,,JS-110,,0.08861036,Grass,Clean
1254,204165,CHI,JAC,0,0,10,1,10,48,0,0,4,6,21,97,2,NA,,PE-010,,0.058261105,Grass,Clean
1254,204234,JAC,CHI,1,8,4,2,0,35,7,3,4,5,88,30,5,3,FG,JS-110,Y,0.015728612,Grass,Clean
1254,204157,CHI,JAC,0,0,7,1,12,41,0,0,4,15,33,85,2,NA,,PE-010,,0.106320404,Grass,Clean
1254,204214,JAC,CHI,0,0,10,2,5,24,7,0,4,11,64,54,4,NA,,JS-110,,0.001934055,Grass,Clean
1254,204194,CHI,JAC,0,0,11,2,14,23,0,7,4,2,45,73,3,NA,,PE-010,,0.015159472,Grass,Clean
1254,204223,CHI,JAC,1,5,5,2,1,49,0,7,4,22,76,42,4,3,FG,PE-010,Y,-0.052225535,Grass,Clean
1254,204152,JAC,CHI,0,0,11,1,13,35,0,0,4,5,34,84,2,NA,,JS-110,,0.051840929,Grass,Clean
1254,204161,JAC,CHI,0,0,10,1,11,45,0,0,4,8,32,86,2,NA,,JS-110,,0.01906149,Grass,Clean
1255,204451,SEA,MIN,0,0,12,4,12,15,24,23,4,5,48,70,3,NA,,JB-710,,0.118519689,Synthetic,Clean
1255,204446,MIN,SEA,0,0,16,4,14,33,23,24,4,13,42,76,3,NA,,MA-070,,0.003180825,Synthetic,Clean
1255,204337,SEA,MIN,1,8,4,1,7,9,0,3,4,4,80,38,5,NA,FG,JB-710,N,-0.068283047,Synthetic,Clean
1255,204468,SEA,MIN,1,6,3,4,3,43,24,23,4,5,90,28,5,3,FG,JB-710,Y,0.071189706,Synthetic,Clean
1255,204372,MIN,SEA,1,5,4,2,9,52,10,14,4,3,86,32,5,3,FG,MA-070,Y,0.000226612,Synthetic,Clean
1255,204359,SEA,MIN,0,0,13,2,14,55,7,10,4,6,25,93,2,NA,,JB-710,,0.010575815,Synthetic,Clean
1255,204459,MIN,SEA,0,0,12,4,8,4,23,24,4,10,66,52,4,NA,,MA-070,,-0.025194685,Synthetic,Clean
1255,204436,SEA,MIN,0,0,8,3,4,40,24,23,4,6,40,78,2,NA,,JB-710,,0.129079288,Synthetic,Clean
1255,204404,MIN,SEA,0,0,14,2,0,35,20,21,4,5,23,95,2,NA,,MA-070,,-0.019098987,Synthetic,Clean
1255,204328,MIN,SEA,1,1,5,1,10,47,0,0,4,4,70,48,4,3,FG,MA-070,Y,-0.003968777,Synthetic,Clean
1255,204400,SEA,MIN,0,0,9,2,1,22,21,20,4,17,35,83,2,NA,,JB-710,,0.125087062,Synthetic,Clean
1255,204416,MIN,SEA,1,4,4,3,12,2,20,21,4,9,87,31,5,3,FG,MA-070,Y,-0.032565619,Synthetic,Clean
1255,204429,SEA,MIN,1,9,3,3,6,45,21,23,4,10,85,33,5,3,FG,JB-710,Y,-0.069147312,Synthetic,Clean
1255,204480,MIN,SEA,0,0,7,4,0,51,23,27,4,13,57,61,3,NA,,MA-070,,-0.007522885,Synthetic,Clean
1257,204705,NYJ,PIT,0,0,10,2,5,29,0,3,4,5,63,55,4,NA,,DB-390,,0.02080723,Grass,Clean
1257,204775,NYJ,PIT,1,14,5,4,6,21,3,10,4,10,77,41,4,3,FG,DB-390,Y,0.065058367,Grass,Clean
1257,204732,NYJ,PIT,0,0,14,3,11,27,0,3,4,11,45,73,3,NA,,DB-390,,-0.015553002,Grass,Clean
1257,204751,PIT,NYJ,0,0,12,3,2,42,3,3,4,11,45,73,3,NA,,JR-110,,0.150635858,Grass,Clean
1257,204660,PIT,NYJ,0,0,14,1,8,24,0,0,4,5,43,75,3,NA,,JR-110,,0.057360703,Grass,Clean
1257,204649,PIT,NYJ,0,0,8,1,13,29,0,0,4,3,30,88,2,NA,,JR-110,,0.024435065,Grass,Clean
1257,204686,NYJ,PIT,0,0,10,2,12,38,0,3,4,4,29,89,2,NA,,DB-390,,0.010426696,Grass,Clean
1257,204696,PIT,NYJ,0,0,7,2,8,55,3,0,4,20,40,78,2,NA,,JR-110,,0.132072273,Grass,Clean
1257,204667,NYJ,PIT,0,0,8,1,5,33,0,0,4,11,18,100,1,NA,,DB-390,,0.108747775,Grass,Clean
1257,204654,NYJ,PIT,0,0,11,1,11,30,0,0,4,15,18,100,1,NA,,DB-390,,0.093362376,Grass,Clean
1257,204674,PIT,NYJ,1,6,3,1,2,27,0,0,4,5,84,34,5,3,FG,JR-110,Y,-0.027082255,Grass,Clean
1257,204682,PIT,NYJ,0,0,9,2,14,15,3,0,4,7,38,80,2,NA,,JR-110,,0.112765428,Grass,Clean
1257,204741,NYJ,PIT,1,9,5,3,7,9,0,3,4,6,75,43,4,3,FG,DB-390,Y,0.07815349,Grass,Clean
1258,204805,TB,SD,0,0,13,1,10,55,0,0,4,3,59,59,3,NA,,JT-100,,0.011538001,Grass,Clean
1258,204925,SD,TB,0,0,8,4,8,58,21,14,4,9,62,56,4,NA,,NK-020,,0.099733735,Grass,Clean
1258,204830,SD,TB,1,6,6,2,13,33,0,0,4,8,67,51,4,NA,FG,NK-020,N,0.029015696,Grass,Clean
1258,204937,TB,SD,0,0,10,4,4,38,21,21,4,15,35,83,2,NA,,JT-100,,0.250371503,Grass,Clean
1258,204880,SD,TB,0,0,11,3,13,14,14,7,4,4,32,86,2,NA,,NK-020,,0.042260771,Grass,Clean
1258,204809,SD,TB,0,0,10,1,9,22,0,0,4,1,11,107,1,NA,,NK-020,,0.088356923,Grass,Clean
1258,204914,SD,TB,0,0,9,4,14,50,21,14,4,12,31,87,2,NA,,NK-020,,0.120689177,Grass,Clean
1258,204834,SD,TB,0,0,13,2,12,14,0,0,4,13,38,80,2,NA,,NK-020,,0.124717323,Grass,Clean
1258,204949,SD,TB,1,4,5,4,2,11,28,21,4,4,78,40,4,3,FG,NK-020,Y,0.004355713,Grass,Clean
1258,204858,TB,SD,1,11,5,2,3,44,7,7,4,12,88,30,5,NA,FG,JT-100,N,0.084674035,Grass,Clean
1258,204959,TB,SD,1,8,4,4,0,20,21,31,4,9,78,40,4,3,FG,JT-100,Y,-0.02335024,Grass,Clean
1258,204918,TB,SD,0,0,10,4,13,14,14,21,4,4,36,82,2,NA,,JT-100,,0.053060812,Grass,Clean
1258,204884,TB,SD,0,0,12,3,11,16,7,14,4,6,24,94,2,NA,,JT-100,,0.045236234,Grass,Clean
1259,205056,PHI,WAS,0,0,10,3,8,47,10,7,4,7,27,91,2,NA,,DA-030,,0.155625633,Grass,Clean
1259,205107,WAS,PHI,0,0,13,4,8,5,14,17,4,6,28,90,2,NA,,JH-050,,0.069898604,Grass,Clean
1259,205018,WAS,PHI,0,0,10,2,8,45,7,7,4,1,20,98,1,NA,,JH-050,,0.099596928,Grass,Clean
1259,205029,PHI,WAS,1,7,5,2,3,1,7,7,4,17,70,48,4,NA,FG,DA-030,N,0.067186792,Grass,Clean
1259,205127,WAS,PHI,0,0,6,4,0,49,14,17,4,6,24,94,2,NA,,JH-050,,0.021690637,Grass,Clean
1259,205051,PHI,WAS,1,8,5,3,10,48,7,7,4,2,80,38,5,3,FG,DA-030,Y,0.017539846,Grass,Clean
1259,205041,WAS,PHI,1,10,6,2,0,24,7,7,4,10,75,43,4,NA,FG,JH-050,N,0.111120316,Grass,Clean
1259,205113,PHI,WAS,0,0,10,4,5,9,17,14,4,1,56,62,3,NA,,DA-030,,0.081611998,Grass,Clean
1259,205131,WAS,PHI,0,4,7,4,0,14,14,17,4,26,9,109,1,NA,,JH-050,,0.336973148,Grass,Clean
1259,205117,WAS,PHI,0,0,10,4,4,8,14,17,4,3,27,91,2,NA,,JH-050,,0.079029064,Grass,Clean
1259,205085,PHI,WAS,0,0,14,4,14,49,17,7,4,8,37,81,2,NA,,DA-030,,0.037176954,Grass,Clean
1259,205000,PHI,WAS,0,0,6,1,1,2,7,7,4,6,65,53,4,NA,,DA-030,,0.071205618,Grass,Clean
1259,205099,WAS,PHI,0,0,6,4,10,19,14,17,4,4,27,91,2,NA,,JH-050,,0.082891968,Grass,Clean
1259,205013,PHI,WAS,0,0,8,2,10,5,7,7,4,1,44,74,3,NA,,DA-030,,0.110134048,Grass,Clean
1259,205022,PHI,WAS,0,0,10,2,7,13,7,7,4,4,31,87,2,NA,,DA-030,,0.128131907,Grass,Clean
1259,205061,WAS,PHI,0,0,12,3,7,43,7,10,4,6,39,79,2,NA,,JH-050,,0.04126954,Grass,Clean
1259,205072,PHI,WAS,0,0,11,3,3,1,10,7,4,2,54,64,3,NA,,DA-030,,0.129374443,Grass,Clean
1259,204989,WAS,PHI,0,0,8,1,6,28,7,7,4,11,35,83,2,NA,,JH-050,,0.047541093,Grass,Clean
1259,204981,PHI,WAS,0,0,13,1,10,24,7,7,4,7,50,68,3,NA,,DA-030,,0.076508395,Grass,Clean
1259,205103,PHI,WAS,0,0,7,4,8,59,17,14,4,1,44,74,3,NA,,DA-030,,0.080348924,Grass,Clean
1260,205309,TEN,KC,1,4,4,4,1,43,35,35,4,2,91,27,5,3,FG,GA-030,Y,0.08007012,Grass,Clean
1260,205161,TEN,KC,0,0,8,1,5,25,7,0,4,16,43,75,3,NA,,GA-030,,0.021481884,Grass,Clean
1260,205278,TEN,KC,0,0,6,4,9,26,28,28,4,4,44,74,3,NA,,GA-030,,0.126832358,Grass,Clean
1260,205165,KC,TEN,0,0,12,1,4,4,0,7,4,1,30,88,2,NA,,LT-110,,0.134999628,Grass,Clean
1260,205266,TEN,KC,0,0,7,4,15,0,28,28,4,8,21,97,2,NA,,GA-030,,0.086951226,Grass,Clean
1260,205282,KC,TEN,0,0,11,4,7,46,28,28,4,3,30,88,2,NA,,LT-110,,0.251961685,Grass,Clean
1260,205172,TEN,KC,0,0,8,1,1,38,7,0,4,5,60,58,4,NA,,GA-030,,-0.016257875,Grass,Clean
1260,205143,TEN,KC,0,0,10,1,10,29,0,0,4,3,35,83,2,NA,,GA-030,,0.03823701,Grass,Clean
1260,205206,TEN,KC,1,11,4,2,2,21,14,7,4,22,68,50,4,NA,FG,GA-030,N,0.104995834,Grass,Clean
1260,205258,TEN,KC,0,7,42,3,2,31,28,28,4,1,54,64,3,NA,,GA-030,,0.137865057,Grass,Clean
1260,205273,KC,TEN,0,0,11,4,11,20,28,28,4,4,52,66,3,NA,,LT-110,,0.195559549,Grass,Clean
1260,205262,KC,TEN,0,0,13,3,0,46,28,28,4,10,67,51,4,NA,,LT-110,,0.124739771,Grass,Clean
1261,205363,ATL,CAR,1,9,3,2,15,0,7,0,4,16,81,37,5,3,FG,JF-090,Y,-0.05126543,Synthetic,Clean
1261,205353,ATL,CAR,0,0,12,1,3,37,7,0,4,25,24,94,2,NA,,JF-090,,0.087522818,Synthetic,Clean
1261,205483,ATL,CAR,0,8,7,4,1,44,24,31,4,12,88,30,5,7,,JF-090,,-0.156330801,Synthetic,Clean
1261,205399,CAR,ATL,1,14,3,2,0,24,7,10,4,4,96,22,5,3,FG,JK-020,Y,0.064176826,Synthetic,Clean
1261,205384,ATL,CAR,1,5,5,2,4,25,10,7,4,15,73,45,4,NA,FG,JF-090,N,0.030170648,Synthetic,Clean
1261,205330,ATL,CAR,0,0,13,1,12,57,0,0,4,2,37,81,2,NA,,JF-090,,-0.013134311,Synthetic,Clean
1261,205426,ATL,CAR,0,0,15,3,5,28,17,10,4,8,25,93,2,NA,,JF-090,,0.111893376,Synthetic,Clean
1261,205334,CAR,ATL,0,0,13,1,11,55,0,0,4,9,19,99,1,NA,,JK-020,,0.023076615,Synthetic,Clean
1261,205455,CAR,ATL,0,0,13,4,11,13,17,24,4,1,32,86,2,NA,,JK-020,,0.01993238,Synthetic,Clean
1262,205587,NYG,PIT,1,9,3,3,8,38,14,20,4,4,96,22,5,3,FG,SC-070,Y,0.01543787,Synthetic,Clean
1262,205598,PIT,NYG,1,10,5,3,4,20,20,17,4,10,82,36,5,3,FG,JR-110,Y,0.038631649,Synthetic,Clean
1262,205543,PIT,NYG,0,0,7,2,11,52,10,14,4,13,62,56,4,NA,,JR-110,,0.075586664,Synthetic,Clean
1262,205552,PIT,NYG,0,9,38,2,7,41,10,14,4,1,66,52,4,NA,,JR-110,,-0.061152311,Synthetic,Clean
1262,205510,PIT,NYG,0,0,12,1,10,32,0,7,4,5,24,94,2,NA,,JR-110,,0.06498694,Synthetic,Clean
1262,205616,PIT,NYG,1,8,4,4,11,39,23,24,4,4,90,28,5,3,FG,JR-110,Y,-0.032318297,Synthetic,Clean
1262,205571,PIT,NYG,1,9,4,2,0,18,17,14,4,2,96,22,5,3,FG,JR-110,Y,-0.02383531,Synthetic,Clean
1262,205561,PIT,NYG,0,0,9,2,3,58,17,14,4,8,31,87,2,NA,,JR-110,,0.112812986,Synthetic,Clean
1262,205533,PIT,NYG,1,7,5,1,0,24,7,14,4,10,85,33,5,3,FG,JR-110,Y,-0.055744025,Synthetic,Clean
1263,205739,WAS,SF,0,0,13,3,13,4,23,9,4,14,35,83,2,NA,,JC-210,,0.0354011,Grass,Clean
1263,205730,WAS,SF,0,0,8,2,0,24,23,9,4,23,19,99,1,NA,,JC-210,,0.022239172,Grass,Clean
1263,205806,SF,WAS,0,4,6,4,2,40,16,26,4,9,28,90,2,NA,,TP-120,,0.028557159,Grass,Clean
1263,205715,SF,WAS,0,0,6,2,2,14,7,16,4,5,10,108,1,2,,TP-120,,0.060150755,Grass,Clean
1263,205802,SF,WAS,0,0,10,4,3,22,16,26,4,12,27,91,2,NA,,TP-120,,0.003634357,Grass,Clean
1263,205770,WAS,SF,0,0,9,4,14,56,26,9,4,6,24,94,2,NA,,JC-210,,0.018455936,Grass,Clean
1263,205766,SF,WAS,0,0,10,3,0,26,9,26,4,4,39,79,2,NA,,TP-120,,-0.001569816,Grass,Clean
1263,205774,SF,WAS,0,0,12,4,13,7,9,26,4,9,39,79,2,NA,,TP-120,,-0.000516511,Grass,Clean
1263,205698,WAS,SF,1,8,3,2,8,31,10,7,4,7,93,25,5,3,FG,JC-210,Y,-0.002749187,Grass,Clean
1263,205762,WAS,SF,0,0,14,3,1,48,26,9,4,11,27,91,2,NA,,JC-210,,0.023405605,Grass,Clean
1263,205755,WAS,SF,1,15,4,3,3,36,23,9,4,8,92,26,5,3,FG,JC-210,Y,-0.003899153,Grass,Clean
1263,205706,WAS,SF,1,4,3,2,6,4,13,7,4,2,98,20,5,3,FG,JC-210,Y,-0.011043027,Grass,Clean
1263,205780,WAS,SF,0,0,12,4,12,2,26,9,4,8,39,79,2,NA,,JC-210,,0.016159487,Grass,Clean
1263,205792,SF,WAS,0,7,40,4,6,6,9,26,4,1,83,35,5,NA,,TP-120,,0.005151654,Grass,Clean
1263,205684,WAS,SF,1,9,5,2,14,50,7,7,4,5,69,49,4,3,FG,JC-210,Y,0.018476821,Grass,Clean
1263,205674,SF,WAS,0,0,8,1,3,23,7,7,4,13,25,93,2,NA,,TP-120,,0.051953237,Grass,Clean
1263,205689,WAS,SF,0,0,14,2,12,42,10,7,4,1,35,83,2,NA,,JC-210,,0.104810451,Grass,Clean
1263,205711,WAS,SF,0,0,10,2,3,40,16,7,4,5,47,71,3,NA,,JC-210,,0.047500535,Grass,Clean
1264,205877,STL,ARI,0,0,10,2,4,53,0,17,4,5,52,66,3,NA,,JW-330,,-0.012865392,Grass,Clean
1264,205959,ARI,STL,0,0,12,4,7,23,31,7,4,15,39,79,2,NA,,NR-010,,0.003301681,Grass,Clean
1264,205842,ARI,STL,0,4,34,1,3,13,7,0,4,1,65,53,4,NA,,NR-010,,0.039898592,Grass,Clean
1264,205970,ARI,STL,0,0,15,4,2,0,31,7,4,13,24,94,2,NA,,NR-010,,0.00164353,Grass,Clean
1264,205825,ARI,STL,0,0,13,1,9,49,0,0,4,8,20,98,1,NA,,NR-010,,0.074291391,Grass,Clean
1264,205888,ARI,STL,0,0,9,2,0,54,17,0,4,4,53,65,3,NA,,NR-010,,0.060350547,Grass,Clean
1264,205846,ARI,STL,1,8,7,1,1,51,7,0,4,7,70,48,4,3,FG,NR-010,Y,0.064343967,Grass,Clean
1264,205868,ARI,STL,0,0,9,2,9,34,17,0,4,6,47,71,3,NA,,NR-010,,0.127756305,Grass,Clean
1264,205821,STL,ARI,0,0,8,1,10,44,0,0,4,15,39,79,2,NA,,JW-330,,0.013133572,Grass,Clean
1264,205929,STL,ARI,0,0,13,3,4,29,7,24,4,1,29,89,2,NA,,JW-330,,0.001158098,Grass,Clean
1264,205965,STL,ARI,0,0,11,4,3,28,7,31,4,7,33,85,2,NA,,JW-330,,-0.001935669,Grass,Clean
1264,205925,ARI,STL,0,0,9,3,5,59,24,7,4,10,54,64,3,NA,,NR-010,,0.074808011,Grass,Clean
1264,205974,STL,ARI,0,0,10,4,0,8,7,31,4,4,33,85,2,NA,,JW-330,,-0.004260132,Grass,Clean
1264,205851,ARI,STL,0,0,11,1,0,21,10,0,4,25,13,105,1,NA,,NR-010,,0.100841789,Grass,Clean
